Respondent_ID,Q1_Role,Q2_OrgType,Q3_OrgSize,Q4_Region,Q5_AnnualRevenue,Q6_MarketingBudget,Q7_DataSources,Q8_AnalyticsTools,Q9_CampaignStrategies,Q10_SuccessMetrics,Q11_EIAwareness,Q12_EmotionalInsightRating,Q13_MarketingChallenges,Q14_CrisisFrequency,Q15_CampaignBackfire,Q16_FeatureInterest,Q17_PreferredChannels,Q18_RegionalLanguageImportance,Q19_PreferredOutputFormat,Q20_WhiteLabelInterest,Q21_CurrentSaaSSpend,Q22_PreferredPricingModel,Q23_BudgetBand,Q23_BudgetINR_Numeric,Q_DecisionStyle,Q_TechAdoptionProfile,Q_AITrustLevel,Q_EmotionalDataImportance,Q_BrandVsRevenuePriority,Q_BudgetAuthority,Q_StakeholderCount,Q_AdoptionTrigger,Q_InternalBarrier,Q_CurrentSentimentTool,Q_CurrentToolSatisfaction,Q_SwitchingIntent,Q_AdoptionBlockers,Q_AnalyticsReviewFrequency,Q_AnalyticsTeamSize,Q_DataDrivenDecisionPct,Q_CrisisResponseTime,Q_CrisisHistory,Q_CrisisImpactType,Q_AnnualCampaigns,Q_EmotionalROIMeasured,Q_RequiredIntegrations,Q_DataPrivacyConcern,Q_TeamDataLiteracy,Q24_AdoptionLikelihood,Q24_AdoptionLikelihood_Ordinal,Adoption_Score_Raw
RESP_1396,Data Analyst/Marketing Analyst,Non-Profit/Government,11-50,India-Metro,Under 50L/<60K,5L-25L/6K-30K,Social Media|Customer Reviews|Website/App Analytics,Google Analytics/Looker Studio|Tableau/Power BI,Performance/Paid Advertising|Content Marketing|SEO/Organic Growth,Reach/Impressions|Conversion Rate|NPS,Very aware - already use tools,2.0,Understanding WHY customers feel the way they do,Rarely,Not sure - didn't track,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,YouTube Comments|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email|WhatsApp Business|Survey/Form Responses,Very important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|AI-generated recommendations,No - not relevant,Above 2L/month,Monthly subscription,15K-50K,38281.8,Data/case studies,Early Majority - adopt proven solutions,Use AI as one input among many,5.0,5.0,I have full authority,2-3,A specific data gap,Price/ROI justification,No - not a priority,0.0,Likely,Cost|Awareness|Complexity|ROI uncertainty,Weekly,1,54.1,No process for this,Yes - minor impact,Revenue loss|Significant customer churn|Long-term brand equity damage,25.0,Yes - informally,HubSpot|Meta Ads Manager|Shopify|Other,Mildly concerned,Moderate - mixed team,Very Likely,5,24.6
RESP_1397,Marketing Manager,Enterprise/MNC,2-10,India-Metro,Under 50L/<60K,1Cr-5Cr/120K-600K,Social Media|Website/App Analytics|CRM Data|Ad Performance Data,Zoho CRM/Analytics,Offline/BTL Marketing,ROI/Revenue Generated|Conversion Rate,Slightly aware,2.0,Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Personalising messaging at scale|Justifying marketing spend to leadership,Occasionally,No - campaigns always landed well,Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|LinkedIn|Amazon/Ecommerce Reviews|Survey/Form Responses,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|CRM/Marketing tool integration,N/A - not an agency,1K-10K/month,Freemium,Above 2L,298639.23,Trial/testing,Early Majority - adopt proven solutions,Don't trust AI recommendations,5.0,4.0,CMO/VP,2-3,A competitor doing better,Data privacy/security,No - couldn't afford,3.0,Very likely to switch,Cost|Awareness,Rarely/Never,2-5,50.9,Within a month,Yes - minor impact,Revenue loss,17.0,Yes - informally,Zoho|Meta Ads Manager,Somewhat concerned,Very high - data-first culture,Neutral,3,15.95
RESP_1398,C-Suite Executive,Enterprise/MNC,51-200,North America,2Cr-10Cr/240K-1.2M,25L-1Cr/30K-120K,Social Media|Customer Reviews|Customer Support Logs|Website/App Analytics|Ad Performance Data,Brandwatch/Meltwater|Tableau/Power BI,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|SEO/Organic Growth,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|CSAT,Somewhat aware,,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Justifying marketing spend to leadership,Never - we have proactive monitoring,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|LinkedIn|Amazon/Ecommerce Reviews|Customer Support Chat/Email,Somewhat important,Weekly/Monthly automated reports,,10K-50K/month,Monthly subscription,Would not pay,0.0,Intuition/experience,Early Adopter - adopt after seeing competitor success,Don't trust AI recommendations,3.0,1.0,I have full authority,7+ with formal procurement,A competitor doing better,Price/ROI justification,Yes - Sprout Social,4.0,N/A - no current tool,Cost|Data privacy concerns,Monthly,0 (no one dedicated),31.8,Within 24 hours,Yes - minor impact,Employee morale damage|Long-term brand equity damage,14.0,No - don't believe it's measurable,Slack|Other,Mildly concerned,High - most are comfortable,Unlikely,2,11.33
RESP_1399,Digital Marketing Specialist,FMCG/CPG,11-50,Europe,2Cr-10Cr/240K-1.2M,5L-25L/6K-30K,Social Media|Customer Support Logs|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite|Zoho CRM/Analytics,Influencer/Creator Marketing|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth,ROI/Revenue Generated|Reach/Impressions|Customer Sentiment|NPS,Very aware - already use tools,6.0,Understanding WHY customers feel the way they do|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Personalising messaging at scale|Justifying marketing spend to leadership,Rarely,Yes - but minor impact,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Google/App Store Reviews|Amazon/Ecommerce Reviews,Extremely important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|Raw data export (CSV/API)|CRM/Marketing tool integration,N/A - not an agency,50K-2L/month,Annual subscription,50K-2L,126009.78,Peer recommendations,Early Adopter - adopt after seeing competitor success,Use AI as one input among many,5.0,5.0,Procurement committee,4-6,A specific data gap,Price/ROI justification,No - couldn't afford,,Likely,Cost|Complexity,Monthly,0 (no one dedicated),59.1,Within 24 hours,Yes - major business impact,Revenue loss|Share price/valuation impact,8.0,No - don't believe it's measurable,Zoho|Slack|Other,Not concerned at all,High - most are comfortable,Likely,4,21.56
RESP_1400,Digital Marketing Specialist,Marketing/Creative Agency,201-1000,India-Metro,Under 50L/<60K,25L-1Cr/30K-120K,Social Media|Customer Reviews|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite,Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth|PR/Earned Media|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Conversion Rate|NPS,Very aware - already use tools,3.0,Connecting emotional data to campaign performance|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Justifying marketing spend to leadership|Managing brand crisis quickly,Never - we have proactive monitoring,Yes - but minor impact,Emotional Brand Score (EBS),Instagram/Facebook|Twitter/X|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email,Somewhat important,Weekly/Monthly automated reports|Raw data export (CSV/API)|AI-generated recommendations,Yes - definitely interested,1K-10K/month,Freemium,5K-15K,8553.69,Trial/testing,Early Majority - adopt proven solutions,Use AI as one input among many,4.0,2.0,CEO/Founder,1 (just me),A campaign failure,Price/ROI justification,No - not a priority,3.0,Unlikely,Awareness|Complexity|Data privacy concerns|No internal champion|Already have a solution,Quarterly,1,35.5,Within a month,No - but came close,Revenue loss|Significant customer churn|Share price/valuation impact|Long-term brand equity damage,13.0,Yes - informally,Salesforce|Zoho|Google Data Studio/Looker|Meta Ads Manager|Shopify,Mildly concerned,Very low - need heavy hand-holding,Neutral,3,16.49
RESP_1401,C-Suite Executive,D2C Brand,11-50,India-Metro,10Cr-100Cr/1.2M-12M,Under 5L/<6K,Social Media|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,Google Analytics/Looker Studio,Influencer/Creator Marketing|Performance/Paid Advertising|Email/WhatsApp Marketing|SEO/Organic Growth|Community Building|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Conversion Rate|NPS|CSAT,Not aware at all,3.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns,Very frequently,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Emotional Customer Segmentation,Twitter/X|Google/App Store Reviews|Amazon/Ecommerce Reviews|WhatsApp Business|Survey/Form Responses,Extremely important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|CRM/Marketing tool integration,,Zero - no tools,Monthly subscription,50K-2L,128524.04,Trial/testing,Early Majority - adopt proven solutions,Skeptical but open,3.0,3.0,CMO/VP,4-6,A campaign failure,Data privacy/security,No - didn't know such tools existed,5.0,Likely,Data privacy concerns|No internal champion|ROI uncertainty,Weekly,6-15,,Within a month,No - but came close,Revenue loss,81.0,Yes - informally,Meta Ads Manager,Mildly concerned,Low - struggle with complex tools,Neutral,3,12.51
RESP_1402,C-Suite Executive,D2C Brand,1000+,Europe,50L-2Cr/60K-240K,5L-25L/6K-30K,Social Media|Customer Reviews|Customer Support Logs|Ad Performance Data,Google Analytics/Looker Studio|HubSpot,Influencer/Creator Marketing|Email/WhatsApp Marketing|Community Building|PR/Earned Media,ROI/Revenue Generated|Customer Sentiment|Conversion Rate|NPS,Slightly aware,1.0,Personalising messaging at scale|Justifying marketing spend to leadership,Occasionally,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|LinkedIn|Google/App Store Reviews|WhatsApp Business,Extremely important,Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations,N/A - not an agency,10K-50K/month,Per-brand/per-seat,50K-2L,122638.56,Peer recommendations,Innovator - adopt cutting-edge early,Skeptical but open,5.0,4.0,CEO/Founder,1 (just me),Budget review cycle,Integration complexity,Yes - other tool,2.0,Unlikely,Cost|Awareness|Complexity|ROI uncertainty|Already have a solution,Rarely/Never,0 (no one dedicated),5.7,Within 24 hours,No - but came close,Revenue loss|We didn't measure it,6.0,No - but would like to,Google Data Studio/Looker,Not concerned at all,Moderate - mixed team,Neutral,3,15.76
RESP_1403,Founder/Co-Founder,Non-Profit/Government,1000+,Southeast Asia,2Cr-10Cr/240K-1.2M,1Cr-5Cr/120K-600K,Social Media|Survey/Feedback Forms|CRM Data,Sprout Social/Hootsuite|Other,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|PR/Earned Media,ROI/Revenue Generated|Reach/Impressions|Conversion Rate|NPS,Somewhat aware,4.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Personalising messaging at scale|Managing brand crisis quickly,Never - we have proactive monitoring,No - campaigns always landed well,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,YouTube Comments|LinkedIn,Somewhat important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,50K-2L/month,Monthly subscription,Under 5K,4133.54,Trial/testing,Early Adopter - adopt after seeing competitor success,Don't trust AI recommendations,5.0,4.0,I have full authority,1 (just me),A competitor doing better,Team adoption resistance,No - couldn't afford,,Very likely to switch,Cost|Complexity|ROI uncertainty,Weekly,0 (no one dedicated),40.4,No process for this,No - never,Significant customer churn|Long-term brand equity damage,13.0,Yes - informally,HubSpot|Meta Ads Manager|Other,Very concerned - hard blocker,Moderate - mixed team,Neutral,3,14.61
RESP_1404,Digital Marketing Specialist,E-commerce Platform,11-50,India-Tier2/3,50L-2Cr/60K-240K,5L-25L/6K-30K,Social Media|Customer Reviews|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data,HubSpot,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|SEO/Organic Growth|Offline/BTL Marketing,Engagement Rate|NPS|CSAT,Somewhat aware,2.0,Connecting emotional data to campaign performance|Creating emotionally resonant campaigns|Measuring brand reputation in real time|Justifying marketing spend to leadership,Occasionally,Not sure - didn't track,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email,Extremely important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,50K-2L/month,Freemium,5K-15K,10341.98,Intuition/experience,Late Majority - wait for industry standard,Skeptical but open,4.0,4.0,My manager/Director,1 (just me),A competitor doing better,Team adoption resistance,No - tried but didn't work,0.0,N/A - no current tool,Cost|Data privacy concerns,Monthly,2-5,32.3,Within a month,No - never,Revenue loss|Significant customer churn|Employee morale damage|We didn't measure it,11.0,Yes - formal process,HubSpot|Salesforce|Zoho|Meta Ads Manager|Other,Mildly concerned,High - most are comfortable,Very Unlikely,1,4.2
RESP_1405,Digital Marketing Specialist,SaaS/Tech Startup,11-50,India-Tier2/3,Under 50L/<60K,1Cr-5Cr/120K-600K,Customer Reviews|Website/App Analytics,Google Analytics/Looker Studio|HubSpot|Other,Influencer/Creator Marketing|Performance/Paid Advertising|Email/WhatsApp Marketing|SEO/Organic Growth|PR/Earned Media|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Customer Sentiment|Conversion Rate|NPS,Somewhat aware,5.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Personalising messaging at scale|Managing brand crisis quickly,Never - we have proactive monitoring,Yes - significantly damaged brand,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|Google/App Store Reviews|Customer Support Chat/Email|WhatsApp Business,Not important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Raw data export (CSV/API),Possibly - depends on pricing,1K-10K/month,Monthly subscription,15K-50K,30471.22,Data/case studies,Early Majority - adopt proven solutions,Don't trust AI recommendations,3.0,4.0,CEO/Founder,4-6,A specific data gap,Data privacy/security,Yes - Brandwatch,5.0,Likely,Complexity,Weekly,0 (no one dedicated),96.1,Within a week,No - but came close,Long-term brand equity damage,82.0,No - but would like to,HubSpot|Salesforce|Meta Ads Manager|Shopify,Mildly concerned,Moderate - mixed team,Likely,4,20.5
RESP_1406,Brand Manager,Enterprise/MNC,1000+,India-Metro,50L-2Cr/60K-240K,25L-1Cr/30K-120K,Social Media|Customer Support Logs|Survey/Feedback Forms|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|Salesforce|Tableau/Power BI,Influencer/Creator Marketing|Content Marketing|SEO/Organic Growth,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate,Somewhat aware,2.0,Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Managing brand crisis quickly,Never - we have proactive monitoring,No - campaigns always landed well,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|YouTube Comments|Amazon/Ecommerce Reviews|WhatsApp Business,Not important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|CRM/Marketing tool integration,Possibly - depends on pricing,Zero - no tools,Annual subscription,Would not pay,720.15,Trial/testing,Laggard - move only when forced,Don't trust AI recommendations,2.0,5.0,CMO/VP,7+ with formal procurement,A leadership directive,Team adoption resistance,No - not a priority,0.0,Have long-term contracts,Cost,Quarterly,1,56.3,Within a week,No - never,Significant customer churn|Share price/valuation impact,1.0,Yes - formal process,HubSpot|Zoho|Google Data Studio/Looker|Meta Ads Manager|Standalone is fine,Not concerned at all,High - most are comfortable,Very Unlikely,1,4.15
RESP_1407,Data Analyst/Marketing Analyst,SME,1000+,Middle East,50L-2Cr/60K-240K,Under 5L/<6K,Social Media|Ad Performance Data,Google Analytics/Looker Studio|HubSpot|Sprout Social/Hootsuite|Tableau/Power BI|Zoho CRM/Analytics,Influencer/Creator Marketing|Email/WhatsApp Marketing|Community Building|PR/Earned Media,ROI/Revenue Generated|Conversion Rate|CSAT,Slightly aware,3.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Identifying at-risk customers before churn|Creating emotionally resonant campaigns|Measuring brand reputation in real time,Never - we have proactive monitoring,Yes - but minor impact,Omnichannel Sentiment Dashboard|Campaign Emotion Optimizer|Emotional Customer Segmentation,Twitter/X|YouTube Comments|LinkedIn|Amazon/Ecommerce Reviews|Customer Support Chat/Email,Somewhat important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts|AI-generated recommendations|CRM/Marketing tool integration,,Above 2L/month,Freemium,15K-50K,35135.6,Data/case studies,Late Majority - wait for industry standard,Skeptical but open,3.0,5.0,CEO/Founder,2-3,A specific data gap,Price/ROI justification,No - not a priority,1.0,Very likely to switch,Complexity|Data privacy concerns,Daily,0 (no one dedicated),68.0,Within 24 hours,No - never,Revenue loss|Significant customer churn,19.0,No - but would like to,HubSpot|Slack|Google Data Studio/Looker|Meta Ads Manager|Standalone is fine,Not concerned at all,Very high - data-first culture,Neutral,3,13.65
RESP_1408,Data Analyst/Marketing Analyst,Non-Profit/Government,11-50,Other,2Cr-10Cr/240K-1.2M,25L-1Cr/30K-120K,Customer Reviews|Website/App Analytics|CRM Data,Google Analytics/Looker Studio|Sprout Social/Hootsuite|Brandwatch/Meltwater|No dedicated tool,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|SEO/Organic Growth,Reach/Impressions|Customer Sentiment|Conversion Rate,Not aware at all,2.0,Measuring brand reputation in real time|Justifying marketing spend to leadership,Rarely,No - campaigns always landed well,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,YouTube Comments|Google/App Store Reviews|Amazon/Ecommerce Reviews|WhatsApp Business|Survey/Form Responses,Somewhat important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|AI-generated recommendations|CRM/Marketing tool integration,N/A - not an agency,Zero - no tools,Per-brand/per-seat,Would not pay,260.55,Data/case studies,Early Majority - adopt proven solutions,Use AI as one input among many,3.0,4.0,I have full authority,2-3,A campaign failure,Price/ROI justification,No - not a priority,0.0,Unlikely,Cost|Awareness|Complexity,Monthly,2-5,100.0,Within a week,Yes - major business impact,Revenue loss|We didn't measure it,78.0,Yes - informally,HubSpot|Salesforce|Google Data Studio/Looker|Standalone is fine,Somewhat concerned,Very low - need heavy hand-holding,Neutral,3,13.88
RESP_1409,Brand Manager,FMCG/CPG,11-50,India-Metro,Under 50L/<60K,25L-1Cr/30K-120K,Social Media|Customer Reviews|Ad Performance Data,Google Analytics/Looker Studio|HubSpot|Brandwatch/Meltwater|Other,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Conversion Rate|NPS,Somewhat aware,2.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Measuring brand reputation in real time|Managing brand crisis quickly,Rarely,No - campaigns always landed well,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Emotional Customer Segmentation,Instagram/Facebook|Twitter/X|Google/App Store Reviews,Not important,Real-time dashboard with visual charts|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations|CRM/Marketing tool integration,Yes - definitely interested,50K-2L/month,Annual subscription,Above 2L,300291.85,Peer recommendations,Late Majority - wait for industry standard,Use AI as one input among many,3.0,4.0,CEO/Founder,2-3,A specific data gap,No significant barriers,No - didn't know such tools existed,4.0,N/A - no current tool,Cost|Data privacy concerns|ROI uncertainty,Daily,0 (no one dedicated),36.4,Within a week,No - never,Revenue loss|Share price/valuation impact|Employee morale damage,4.0,Yes - formal process,Google Data Studio/Looker|Meta Ads Manager|Other,Somewhat concerned,High - most are comfortable,Neutral,3,14.75
RESP_1410,Data Analyst/Marketing Analyst,D2C Brand,51-200,Southeast Asia,2Cr-10Cr/240K-1.2M,5L-25L/6K-30K,Social Media|Customer Reviews|Survey/Feedback Forms|Website/App Analytics|Ad Performance Data|None,Google Analytics/Looker Studio|Sprout Social/Hootsuite|Zoho CRM/Analytics|Other,Email/WhatsApp Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Conversion Rate|CSAT,Not aware at all,2.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Creating emotionally resonant campaigns|Measuring brand reputation in real time,Never - we have proactive monitoring,No - campaigns always landed well,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|YouTube Comments|LinkedIn|Google/App Store Reviews|Customer Support Chat/Email|WhatsApp Business|Survey/Form Responses,Extremely important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|Slack/WhatsApp alerts,Possibly - depends on pricing,Zero - no tools,Monthly subscription,Under 5K,0.0,Intuition/experience,Early Adopter - adopt after seeing competitor success,Skeptical but open,4.0,4.0,CEO/Founder,2-3,A campaign failure,Data privacy/security,No - couldn't afford,0.0,Likely,Complexity|No internal champion|ROI uncertainty,Monthly,15+,94.8,No process for this,Yes - major business impact,,45.0,No - but would like to,Salesforce|Zoho|Slack|Meta Ads Manager,Somewhat concerned,Moderate - mixed team,Unlikely,2,11.99
RESP_1411,C-Suite Executive,E-commerce Platform,51-200,India-Tier2/3,Under 50L/<60K,Under 5L/<6K,Social Media|Website/App Analytics|CRM Data|Ad Performance Data,Google Analytics/Looker Studio|Salesforce|Brandwatch/Meltwater|Tableau/Power BI,Content Marketing|SEO/Organic Growth,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|CSAT,Very aware - already use tools,4.0,Connecting emotional data to campaign performance|Measuring brand reputation in real time|Justifying marketing spend to leadership,Rarely,No - campaigns always landed well,Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|Twitter/X|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|WhatsApp Business,Not important,Real-time dashboard with visual charts|Raw data export (CSV/API),N/A - not an agency,50K-2L/month,One-time project,15K-50K,35932.61,Data/case studies,Early Adopter - adopt after seeing competitor success,Trust AI insights and act on them,4.0,2.0,CMO/VP,1 (just me),A specific data gap,Lack of leadership buy-in,No - couldn't afford,4.0,Very likely to switch,Complexity,Weekly,0 (no one dedicated),70.3,Within a week,Yes - major business impact,Significant customer churn,23.0,Yes - informally,Zoho|Slack|Meta Ads Manager|Shopify|Standalone is fine,Somewhat concerned,Very high - data-first culture,Very Likely,5,23.62
RESP_1412,Founder/Co-Founder,D2C Brand,11-50,India-Tier2/3,10Cr-100Cr/1.2M-12M,5L-25L/6K-30K,Social Media|Survey/Feedback Forms|Website/App Analytics,Google Analytics/Looker Studio,Performance/Paid Advertising|Content Marketing|SEO/Organic Growth,Reach/Impressions|Engagement Rate|NPS,Somewhat aware,3.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Personalising messaging at scale|Managing brand crisis quickly,Rarely,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Instagram/Facebook|YouTube Comments|Customer Support Chat/Email|Survey/Form Responses,Extremely important,Weekly/Monthly automated reports|Slack/WhatsApp alerts|Raw data export (CSV/API)|AI-generated recommendations,Yes - definitely interested,Above 2L/month,Monthly subscription,Would not pay,3133.64,Trial/testing,Laggard - move only when forced,Use AI as one input among many,4.0,5.0,My manager/Director,1 (just me),A leadership directive,Lack of leadership buy-in,Yes - other tool,3.0,Very likely to switch,Cost|Awareness,Rarely/Never,15+,0.0,Within a month,Yes - minor impact,Employee morale damage|Long-term brand equity damage,77.0,Yes - informally,HubSpot|Zoho|Slack|Google Data Studio/Looker|Meta Ads Manager|Shopify,Somewhat concerned,Moderate - mixed team,Unlikely,2,9.78
RESP_1413,Marketing Manager,D2C Brand,201-1000,India-Metro,10Cr-100Cr/1.2M-12M,Under 5L/<6K,Social Media|Survey/Feedback Forms|Ad Performance Data,Google Analytics/Looker Studio,Performance/Paid Advertising|SEO/Organic Growth,ROI/Revenue Generated|Engagement Rate|CSAT,Very aware - already use tools,4.0,Understanding WHY customers feel the way they do|Connecting emotional data to campaign performance|Personalising messaging at scale|Managing brand crisis quickly,Never - we have proactive monitoring,Not sure - didn't track,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer|Emotional Customer Segmentation,Instagram/Facebook|LinkedIn|Google/App Store Reviews|Customer Support Chat/Email|Survey/Form Responses,Very important,Weekly/Monthly automated reports|Slack/WhatsApp alerts,Yes - definitely interested,1K-10K/month,Freemium,Under 5K,1268.32,Intuition/experience,Early Majority - adopt proven solutions,Don't trust AI recommendations,3.0,5.0,I have full authority,2-3,A vendor recommendation,Team adoption resistance,No - tried but didn't work,4.0,N/A - no current tool,Cost|Awareness|Complexity|ROI uncertainty,Daily,2-5,,Within a month,No - never,,45.0,No - but would like to,Zoho|Google Data Studio/Looker|Other,Mildly concerned,Very low - need heavy hand-holding,Neutral,3,12.39
RESP_1414,Founder/Co-Founder,E-commerce Platform,2-10,North America,Under 50L/<60K,Under 5L/<6K,Social Media|Customer Reviews|Customer Support Logs|CRM Data|Ad Performance Data,Google Analytics/Looker Studio,Influencer/Creator Marketing|Performance/Paid Advertising|Content Marketing|Email/WhatsApp Marketing|SEO/Organic Growth|Offline/BTL Marketing,ROI/Revenue Generated|Reach/Impressions|Engagement Rate|Customer Sentiment|Conversion Rate|NPS,Very aware - already use tools,2.0,Connecting emotional data to campaign performance|Justifying marketing spend to leadership,Rarely,Yes - but minor impact,Emotional Brand Score (EBS)|Omnichannel Sentiment Dashboard|Predictive Mood & Crisis Alerts|Campaign Emotion Optimizer,Twitter/X|YouTube Comments|LinkedIn|Google/App Store Reviews|Amazon/Ecommerce Reviews|Customer Support Chat/Email,Very important,Real-time dashboard with visual charts|Weekly/Monthly automated reports|CRM/Marketing tool integration,Possibly - depends on pricing,Zero - no tools,Annual subscription,5K-15K,9627.13,Data/case studies,Early Adopter - adopt after seeing competitor success,Use AI as one input among many,2.0,5.0,My manager/Director,4-6,A campaign failure,Price/ROI justification,Yes - Meltwater,4.0,Likely,Complexity,Monthly,6-15,73.4,Within 24 hours,No - never,Share price/valuation impact|We didn't measure it,,No - but would like to,Slack|Meta Ads Manager|Standalone is fine,Very concerned - hard blocker,Low - struggle with complex tools,Likely,4,18.94
